tournament,race,opponentrace,games,wins,draws,losses,percentage
EuroBowl - 2009,Norse,Lizardmen,5,2,2,1,0.6
EuroBowl - 2009,Norse,Wood Elves,9,3,5,1,0.6111111111111112
EuroBowl - 2009,Norse,Norse,6,3,0,3,0.5
EuroBowl - 2009,Norse,Undead,5,1,3,1,0.5
EuroBowl - 2009,Norse,Orc,7,3,3,1,0.6428571428571429
EuroBowl - 2009,Norse,Dwarves,5,3,2,0,0.8
EuroBowl - 2009,Norse,Skaven,2,1,1,0,0.75
EuroBowl - 2009,Norse,Chaos Dwarves,5,4,1,0,0.9
EuroBowl - 2009,Undead,Amazons,9,2,2,5,0.3333333333333333
EuroBowl - 2009,Undead,Lizardmen,10,3,3,4,0.45
EuroBowl - 2009,Undead,Wood Elves,9,3,3,3,0.5
EuroBowl - 2009,Undead,Necromantic,2,2,0,0,1.0
EuroBowl - 2009,Undead,Norse,5,1,3,1,0.5
EuroBowl - 2009,Undead,Undead,6,3,0,3,0.5
EuroBowl - 2009,Undead,Orc,10,5,3,2,0.65
EuroBowl - 2009,Undead,Dwarves,8,4,2,2,0.625
EuroBowl - 2009,Undead,Skaven,8,4,2,2,0.625
EuroBowl - 2009,Undead,Chaos Dwarves,5,3,0,2,0.6
EuroBowl - 2009,Humans,Dark Elves,2,1,0,1,0.5
EuroBowl - 2009,Humans,Amazons,1,0,0,1,0.0
EuroBowl - 2009,Humans,Lizardmen,1,0,0,1,0.0
EuroBowl - 2009,Humans,Necromantic,1,0,1,0,0.5
EuroBowl - 2009,Humans,Orc,4,0,2,2,0.25
EuroBowl - 2009,Humans,Dwarves,1,0,0,1,0.0
EuroBowl - 2009,Humans,Skaven,1,0,0,1,0.0
EuroBowl - 2009,Elves,Khemri,1,0,1,0,0.5
EuroBowl - 2009,Elves,Necromantic,2,0,0,2,0.0
EuroBowl - 2009,Elves,Skaven,2,0,0,2,0.0
EuroBowl - 2009,Elves,Chaos Dwarves,1,0,0,1,0.0
EuroBowl - 2009,Orc,Dark Elves,6,2,3,1,0.5833333333333334
EuroBowl - 2009,Orc,Amazons,1,0,0,1,0.0
EuroBowl - 2009,Orc,Lizardmen,3,2,0,1,0.6666666666666666
EuroBowl - 2009,Orc,Wood Elves,11,2,2,7,0.2727272727272727
EuroBowl - 2009,Orc,Necromantic,1,1,0,0,1.0
EuroBowl - 2009,Orc,Norse,7,1,3,3,0.35714285714285715
EuroBowl - 2009,Orc,Undead,10,2,3,5,0.35
EuroBowl - 2009,Orc,Humans,4,2,2,0,0.75
EuroBowl - 2009,Orc,Orc,14,7,0,7,0.5
EuroBowl - 2009,Orc,Dwarves,5,1,2,2,0.4
EuroBowl - 2009,Orc,Skaven,6,2,1,3,0.4166666666666667
EuroBowl - 2009,Orc,Chaos Dwarves,4,4,0,0,1.0
EuroBowl - 2009,Dwarves,Dark Elves,2,1,1,0,0.75
EuroBowl - 2009,Dwarves,Amazons,10,5,3,2,0.65
EuroBowl - 2009,Dwarves,Khemri,1,1,0,0,1.0
EuroBowl - 2009,Dwarves,Lizardmen,7,3,1,3,0.5
EuroBowl - 2009,Dwarves,Wood Elves,5,2,1,2,0.5
EuroBowl - 2009,Dwarves,Necromantic,2,2,0,0,1.0
EuroBowl - 2009,Dwarves,Norse,5,0,2,3,0.2
EuroBowl - 2009,Dwarves,Undead,8,2,2,4,0.375
EuroBowl - 2009,Dwarves,Humans,1,1,0,0,1.0
EuroBowl - 2009,Dwarves,Orc,5,2,2,1,0.6
EuroBowl - 2009,Dwarves,Dwarves,8,2,4,2,0.5
EuroBowl - 2009,Dwarves,Skaven,7,1,3,3,0.35714285714285715
EuroBowl - 2009,Dwarves,Chaos Dwarves,5,3,2,0,0.8
EuroBowl - 2009,Skaven,Dark Elves,6,1,1,4,0.25
EuroBowl - 2009,Skaven,Amazons,2,0,1,1,0.25
EuroBowl - 2009,Skaven,Khemri,1,0,0,1,0.0
EuroBowl - 2009,Skaven,Lizardmen,4,0,2,2,0.25
EuroBowl - 2009,Skaven,Wood Elves,2,0,0,2,0.0
EuroBowl - 2009,Skaven,Necromantic,3,3,0,0,1.0
EuroBowl - 2009,Skaven,Norse,2,0,1,1,0.25
EuroBowl - 2009,Skaven,Undead,8,2,2,4,0.375
EuroBowl - 2009,Skaven,Humans,1,1,0,0,1.0
EuroBowl - 2009,Skaven,Elves,2,2,0,0,1.0
EuroBowl - 2009,Skaven,Orc,6,3,1,2,0.5833333333333334
EuroBowl - 2009,Skaven,Dwarves,7,3,3,1,0.6428571428571429
EuroBowl - 2009,Skaven,Skaven,2,1,0,1,0.5
EuroBowl - 2009,Skaven,Chaos Dwarves,2,0,1,1,0.25
EuroBowl - 2009,Chaos Dwarves,Dark Elves,3,3,0,0,1.0
EuroBowl - 2009,Chaos Dwarves,Amazons,3,0,3,0,0.5
EuroBowl - 2009,Chaos Dwarves,Lizardmen,6,2,1,3,0.4166666666666667
EuroBowl - 2009,Chaos Dwarves,Wood Elves,1,0,1,0,0.5
EuroBowl - 2009,Chaos Dwarves,Necromantic,1,1,0,0,1.0
EuroBowl - 2009,Chaos Dwarves,Norse,5,0,1,4,0.1
EuroBowl - 2009,Chaos Dwarves,Undead,5,2,0,3,0.4
EuroBowl - 2009,Chaos Dwarves,Elves,1,1,0,0,1.0
EuroBowl - 2009,Chaos Dwarves,Orc,4,0,0,4,0.0
EuroBowl - 2009,Chaos Dwarves,Dwarves,5,0,2,3,0.2
EuroBowl - 2009,Chaos Dwarves,Skaven,2,1,1,0,0.75
EuroBowl - 2009,Chaos Dwarves,Chaos Dwarves,6,2,2,2,0.5
EuroBowl - 2003,Dark Elves,High Elves,1,0,1,0,0.5
EuroBowl - 2003,Dark Elves,Wood Elves,1,1,0,0,1.0
EuroBowl - 2003,Dark Elves,Norse,1,0,0,1,0.0
EuroBowl - 2003,Dark Elves,Undead,1,0,0,1,0.0
EuroBowl - 2003,Dark Elves,Chaos,1,1,0,0,1.0
EuroBowl - 2003,Dark Elves,Humans,1,1,0,0,1.0
EuroBowl - 2003,Dark Elves,Dwarves,1,0,0,1,0.0
EuroBowl - 2003,Dark Elves,Chaos Dwarves,1,0,1,0,0.5
EuroBowl - 2003,Amazons,Amazons,2,0,2,0,0.5
EuroBowl - 2003,Amazons,High Elves,2,0,1,1,0.25
EuroBowl - 2003,Amazons,Norse,2,1,0,1,0.5
EuroBowl - 2003,Amazons,Humans,1,1,0,0,1.0
EuroBowl - 2003,Amazons,Orc,2,1,1,0,0.75
EuroBowl - 2003,Amazons,Skaven,1,0,0,1,0.0
EuroBowl - 2003,Amazons,Chaos Dwarves,1,0,0,1,0.0
EuroBowl - 2003,High Elves,Dark Elves,1,0,1,0,0.5
EuroBowl - 2003,High Elves,Amazons,2,1,1,0,0.75
EuroBowl - 2003,High Elves,High Elves,2,1,0,1,0.5
EuroBowl - 2003,High Elves,Norse,2,0,1,1,0.25
EuroBowl - 2003,High Elves,Undead,1,0,0,1,0.0
EuroBowl - 2003,High Elves,Chaos,2,2,0,0,1.0
EuroBowl - 2003,High Elves,Humans,2,1,0,1,0.5
EuroBowl - 2003,High Elves,Orc,3,3,0,0,1.0
EuroBowl - 2003,High Elves,Dwarves,2,1,0,1,0.5
EuroBowl - 2003,High Elves,Skaven,1,0,0,1,0.0
EuroBowl - 2003,High Elves,Chaos Dwarves,1,0,1,0,0.5
EuroBowl - 2003,Lizardmen,Lizardmen,2,0,2,0,0.5
EuroBowl - 2003,Lizardmen,Norse,1,0,0,1,0.0
EuroBowl - 2003,Lizardmen,Undead,2,0,1,1,0.25
EuroBowl - 2003,Lizardmen,Orc,2,1,1,0,0.75
EuroBowl - 2003,Lizardmen,Skaven,2,1,0,1,0.5
EuroBowl - 2003,Wood Elves,Dark Elves,1,0,0,1,0.0
EuroBowl - 2003,Wood Elves,Wood Elves,2,1,0,1,0.5
EuroBowl - 2003,Wood Elves,Norse,2,0,0,2,0.0
EuroBowl - 2003,Wood Elves,Undead,1,0,0,1,0.0
EuroBowl - 2003,Wood Elves,Humans,3,0,2,1,0.3333333333333333
EuroBowl - 2003,Wood Elves,Orc,5,2,2,1,0.6
EuroBowl - 2003,Wood Elves,Dwarves,2,0,1,1,0.25
EuroBowl - 2003,Wood Elves,Skaven,3,1,1,1,0.5
EuroBowl - 2003,Wood Elves,Chaos Dwarves,3,2,0,1,0.6666666666666666
EuroBowl - 2003,Norse,Dark Elves,1,1,0,0,1.0
EuroBowl - 2003,Norse,Amazons,2,1,0,1,0.5
EuroBowl - 2003,Norse,High Elves,2,1,1,0,0.75
EuroBowl - 2003,Norse,Lizardmen,1,1,0,0,1.0
EuroBowl - 2003,Norse,Wood Elves,2,2,0,0,1.0
EuroBowl - 2003,Norse,Norse,2,1,0,1,0.5
EuroBowl - 2003,Norse,Undead,2,0,0,2,0.0
EuroBowl - 2003,Norse,Orc,2,2,0,0,1.0
EuroBowl - 2003,Norse,Dwarves,2,1,0,1,0.5
EuroBowl - 2003,Norse,Skaven,2,2,0,0,1.0
EuroBowl - 2003,Undead,Dark Elves,1,1,0,0,1.0
EuroBowl - 2003,Undead,High Elves,1,1,0,0,1.0
EuroBowl - 2003,Undead,Lizardmen,2,1,1,0,0.75
EuroBowl - 2003,Undead,Wood Elves,1,1,0,0,1.0
EuroBowl - 2003,Undead,Norse,2,2,0,0,1.0
EuroBowl - 2003,Undead,Undead,2,1,0,1,0.5
EuroBowl - 2003,Undead,Humans,4,1,2,1,0.5
EuroBowl - 2003,Undead,Dwarves,2,1,0,1,0.5
EuroBowl - 2003,Undead,Skaven,7,6,0,1,0.8571428571428571
EuroBowl - 2003,Undead,Chaos Dwarves,2,0,1,1,0.25
EuroBowl - 2003,Chaos,Dark Elves,1,0,0,1,0.0
EuroBowl - 2003,Chaos,High Elves,2,0,0,2,0.0
EuroBowl - 2003,Chaos,Humans,1,1,0,0,1.0
EuroBowl - 2003,Humans,Dark Elves,1,0,0,1,0.0
EuroBowl - 2003,Humans,Amazons,1,0,0,1,0.0
EuroBowl - 2003,Humans,High Elves,2,1,0,1,0.5
EuroBowl - 2003,Humans,Wood Elves,3,1,2,0,0.6666666666666666
EuroBowl - 2003,Humans,Undead,4,1,2,1,0.5
EuroBowl - 2003,Humans,Chaos,1,0,0,1,0.0
EuroBowl - 2003,Humans,Humans,2,1,0,1,0.5
EuroBowl - 2003,Humans,Orc,4,1,0,3,0.25
EuroBowl - 2003,Humans,Dwarves,1,0,1,0,0.5
EuroBowl - 2003,Humans,Skaven,2,1,0,1,0.5
EuroBowl - 2003,Humans,Chaos Dwarves,2,0,0,2,0.0
EuroBowl - 2003,Orc,Amazons,2,0,1,1,0.25
EuroBowl - 2003,Orc,High Elves,3,0,0,3,0.0
EuroBowl - 2003,Orc,Lizardmen,2,0,1,1,0.25
EuroBowl - 2003,Orc,Wood Elves,5,1,2,2,0.4
EuroBowl - 2003,Orc,Norse,2,0,0,2,0.0
EuroBowl - 2003,Orc,Humans,4,3,0,1,0.75
EuroBowl - 2003,Orc,Orc,2,1,0,1,0.5
EuroBowl - 2003,Orc,Chaos Dwarves,2,0,1,1,0.25
EuroBowl - 2003,Dwarves,Dark Elves,1,1,0,0,1.0
EuroBowl - 2003,Dwarves,High Elves,2,1,0,1,0.5
EuroBowl - 2003,Dwarves,Wood Elves,2,1,1,0,0.75
EuroBowl - 2003,Dwarves,Norse,2,1,0,1,0.5
EuroBowl - 2003,Dwarves,Undead,2,1,0,1,0.5
EuroBowl - 2003,Dwarves,Humans,1,0,1,0,0.5
EuroBowl - 2003,Dwarves,Dwarves,2,1,0,1,0.5
EuroBowl - 2003,Dwarves,Skaven,5,2,1,2,0.5
EuroBowl - 2003,Skaven,Amazons,1,1,0,0,1.0
EuroBowl - 2003,Skaven,High Elves,1,1,0,0,1.0
EuroBowl - 2003,Skaven,Lizardmen,2,1,0,1,0.5
EuroBowl - 2003,Skaven,Wood Elves,3,1,1,1,0.5
EuroBowl - 2003,Skaven,Norse,2,0,0,2,0.0
EuroBowl - 2003,Skaven,Undead,7,1,0,6,0.14285714285714285
EuroBowl - 2003,Skaven,Humans,2,1,0,1,0.5
EuroBowl - 2003,Skaven,Dwarves,5,2,1,2,0.5
EuroBowl - 2003,Skaven,Skaven,2,0,2,0,0.5
EuroBowl - 2003,Skaven,Chaos Dwarves,3,0,1,2,0.16666666666666666
EuroBowl - 2003,Chaos Dwarves,Dark Elves,1,0,1,0,0.5
EuroBowl - 2003,Chaos Dwarves,Amazons,1,1,0,0,1.0
EuroBowl - 2003,Chaos Dwarves,High Elves,1,0,1,0,0.5
EuroBowl - 2003,Chaos Dwarves,Wood Elves,3,1,0,2,0.3333333333333333
EuroBowl - 2003,Chaos Dwarves,Undead,2,1,1,0,0.75
EuroBowl - 2003,Chaos Dwarves,Humans,2,2,0,0,1.0
EuroBowl - 2003,Chaos Dwarves,Orc,2,1,1,0,0.75
EuroBowl - 2003,Chaos Dwarves,Skaven,3,2,1,0,0.8333333333333334
EuroBowl - 2003,Chaos Dwarves,Chaos Dwarves,4,2,0,2,0.5
EurOpen - 2013,Dark Elves,Wood Elves,1,1,0,0,1.0
EurOpen - 2013,Dark Elves,Undead,3,2,1,0,0.8333333333333334
EurOpen - 2013,Dark Elves,Elves,1,0,0,1,0.0
EurOpen - 2013,Dark Elves,Orc,6,3,2,1,0.6666666666666666
EurOpen - 2013,Dark Elves,Skaven,1,0,0,1,0.0
EurOpen - 2013,Khemri,Necromantic,1,0,0,1,0.0
EurOpen - 2013,Khemri,Orc,2,1,0,1,0.5
EurOpen - 2013,Khemri,Dwarves,1,1,0,0,1.0
EurOpen - 2013,Khemri,Skaven,1,0,1,0,0.5
EurOpen - 2013,Wood Elves,Dark Elves,1,0,0,1,0.0
EurOpen - 2013,Wood Elves,Goblins,1,1,0,0,1.0
EurOpen - 2013,Wood Elves,Undead,2,0,1,1,0.25
EurOpen - 2013,Wood Elves,Elves,1,0,1,0,0.5
EurOpen - 2013,Wood Elves,Orc,1,0,1,0,0.5
EurOpen - 2013,Necromantic,Khemri,1,1,0,0,1.0
EurOpen - 2013,Necromantic,Norse,1,0,1,0,0.5
EurOpen - 2013,Necromantic,Undead,1,0,1,0,0.5
EurOpen - 2013,Necromantic,Elves,1,0,0,1,0.0
EurOpen - 2013,Necromantic,Skaven,1,0,1,0,0.5
EurOpen - 2013,Norse,Necromantic,1,0,1,0,0.5
EurOpen - 2013,Norse,Undead,3,0,1,2,0.16666666666666666
EurOpen - 2013,Norse,Dwarves,1,0,0,1,0.0
EurOpen - 2013,Norse,Skaven,1,1,0,0,1.0
EurOpen - 2013,Goblins,Wood Elves,1,0,0,1,0.0
EurOpen - 2013,Goblins,Undead,1,0,1,0,0.5
EurOpen - 2013,Goblins,Elves,1,0,1,0,0.5
EurOpen - 2013,Goblins,Orc,2,0,2,0,0.5
EurOpen - 2013,Undead,Dark Elves,3,0,1,2,0.16666666666666666
EurOpen - 2013,Undead,Wood Elves,2,1,1,0,0.75
EurOpen - 2013,Undead,Necromantic,1,0,1,0,0.5
EurOpen - 2013,Undead,Norse,3,2,1,0,0.8333333333333334
EurOpen - 2013,Undead,Goblins,1,0,1,0,0.5
EurOpen - 2013,Undead,Undead,18,4,10,4,0.5
EurOpen - 2013,Undead,Elves,3,2,0,1,0.6666666666666666
EurOpen - 2013,Undead,Orc,2,2,0,0,1.0
EurOpen - 2013,Undead,Dwarves,2,2,0,0,1.0
EurOpen - 2013,Undead,Skaven,4,2,0,2,0.5
EurOpen - 2013,Elves,Dark Elves,1,1,0,0,1.0
EurOpen - 2013,Elves,Wood Elves,1,0,1,0,0.5
EurOpen - 2013,Elves,Necromantic,1,1,0,0,1.0
EurOpen - 2013,Elves,Goblins,1,0,1,0,0.5
EurOpen - 2013,Elves,Undead,3,1,0,2,0.3333333333333333
EurOpen - 2013,Elves,Orc,4,1,1,2,0.375
EurOpen - 2013,Elves,Dwarves,1,0,0,1,0.0
EurOpen - 2013,Orc,Dark Elves,6,1,2,3,0.3333333333333333
EurOpen - 2013,Orc,Khemri,2,1,0,1,0.5
EurOpen - 2013,Orc,Wood Elves,1,0,1,0,0.5
EurOpen - 2013,Orc,Goblins,2,0,2,0,0.5
EurOpen - 2013,Orc,Undead,2,0,0,2,0.0
EurOpen - 2013,Orc,Elves,4,2,1,1,0.625
EurOpen - 2013,Orc,Orc,4,2,0,2,0.5
EurOpen - 2013,Orc,Dwarves,1,0,1,0,0.5
EurOpen - 2013,Orc,Skaven,4,2,0,2,0.5
EurOpen - 2013,Dwarves,Khemri,1,0,0,1,0.0
EurOpen - 2013,Dwarves,Norse,1,1,0,0,1.0
EurOpen - 2013,Dwarves,Undead,2,0,0,2,0.0
EurOpen - 2013,Dwarves,Elves,1,1,0,0,1.0
EurOpen - 2013,Dwarves,Orc,1,0,1,0,0.5
EurOpen - 2013,Skaven,Dark Elves,1,1,0,0,1.0
EurOpen - 2013,Skaven,Khemri,1,0,1,0,0.5
EurOpen - 2013,Skaven,Necromantic,1,0,1,0,0.5
EurOpen - 2013,Skaven,Norse,1,0,0,1,0.0
EurOpen - 2013,Skaven,Undead,4,2,0,2,0.5
EurOpen - 2013,Skaven,Orc,4,2,0,2,0.5
EurOpen - 2016,Ogres,Dark Elves,3,1,0,2,0.3333333333333333
EurOpen - 2016,Ogres,Halflings,1,0,0,1,0.0
EurOpen - 2016,Ogres,Necromantic,2,0,1,1,0.25
EurOpen - 2016,Ogres,Norse,1,1,0,0,1.0
EurOpen - 2016,Ogres,Orc,1,0,0,1,0.0
EurOpen - 2016,Ogres,Skaven,1,0,0,1,0.0
EurOpen - 2016,Ogres,Underworld,1,1,0,0,1.0
EurOpen - 2016,Ogres,Chaos Dwarves,2,0,0,2,0.0
EurOpen - 2016,Dark Elves,Ogres,3,2,0,1,0.6666666666666666
EurOpen - 2016,Dark Elves,Dark Elves,10,5,0,5,0.5
EurOpen - 2016,Dark Elves,Slann,1,1,0,0,1.0
EurOpen - 2016,Dark Elves,Amazons,1,0,0,1,0.0
EurOpen - 2016,Dark Elves,Halflings,1,0,0,1,0.0
EurOpen - 2016,Dark Elves,Lizardmen,6,1,3,2,0.4166666666666667
EurOpen - 2016,Dark Elves,Wood Elves,1,0,1,0,0.5
EurOpen - 2016,Dark Elves,Nurgle's Rotters,1,1,0,0,1.0
EurOpen - 2016,Dark Elves,Necromantic,1,1,0,0,1.0
EurOpen - 2016,Dark Elves,Norse,1,1,0,0,1.0
EurOpen - 2016,Dark Elves,Chaos Pact,2,1,1,0,0.75
EurOpen - 2016,Dark Elves,Undead,6,3,2,1,0.6666666666666666
EurOpen - 2016,Dark Elves,Elves,1,1,0,0,1.0
EurOpen - 2016,Dark Elves,Orc,3,1,0,2,0.3333333333333333
EurOpen - 2016,Dark Elves,Dwarves,1,1,0,0,1.0
EurOpen - 2016,Dark Elves,Skaven,1,1,0,0,1.0
EurOpen - 2016,Dark Elves,Underworld,1,1,0,0,1.0
EurOpen - 2016,Dark Elves,Chaos Dwarves,1,1,0,0,1.0
EurOpen - 2016,Slann,Dark Elves,1,0,0,1,0.0
EurOpen - 2016,Slann,Lizardmen,1,1,0,0,1.0
EurOpen - 2016,Slann,Wood Elves,1,0,0,1,0.0
EurOpen - 2016,Slann,Undead,1,0,0,1,0.0
EurOpen - 2016,Slann,Chaos,2,0,0,2,0.0
EurOpen - 2016,Slann,Humans,1,1,0,0,1.0
EurOpen - 2016,Slann,Orc,1,0,0,1,0.0
EurOpen - 2016,Slann,Dwarves,3,2,1,0,0.8333333333333334
EurOpen - 2016,Slann,Skaven,1,0,1,0,0.5
EurOpen - 2016,Amazons,Dark Elves,1,1,0,0,1.0
EurOpen - 2016,Amazons,High Elves,1,1,0,0,1.0
EurOpen - 2016,Amazons,Lizardmen,1,0,0,1,0.0
EurOpen - 2016,Amazons,Wood Elves,2,1,1,0,0.75
EurOpen - 2016,Amazons,Norse,2,2,0,0,1.0
EurOpen - 2016,Amazons,Goblins,1,0,1,0,0.5
EurOpen - 2016,Amazons,Undead,3,1,1,1,0.5
EurOpen - 2016,Amazons,Chaos,1,1,0,0,1.0
EurOpen - 2016,Amazons,Humans,1,1,0,0,1.0
EurOpen - 2016,Amazons,Dwarves,1,0,0,1,0.0
EurOpen - 2016,Amazons,Underworld,1,0,0,1,0.0
EurOpen - 2016,Amazons,Chaos Dwarves,1,0,1,0,0.5
EurOpen - 2016,Halflings,Ogres,1,1,0,0,1.0
EurOpen - 2016,Halflings,Dark Elves,1,1,0,0,1.0
EurOpen - 2016,Halflings,Lizardmen,2,1,1,0,0.75
EurOpen - 2016,Halflings,Wood Elves,1,0,1,0,0.5
EurOpen - 2016,Halflings,Chaos Pact,1,0,1,0,0.5
EurOpen - 2016,Halflings,Chaos,1,0,1,0,0.5
EurOpen - 2016,Halflings,Elves,1,0,0,1,0.0
EurOpen - 2016,Halflings,Orc,1,0,1,0,0.5
EurOpen - 2016,Halflings,Vampires,1,0,0,1,0.0
EurOpen - 2016,Halflings,Dwarves,2,0,2,0,0.5
EurOpen - 2016,Khemri,Lizardmen,1,0,1,0,0.5
EurOpen - 2016,Khemri,Nurgle's Rotters,1,1,0,0,1.0
EurOpen - 2016,Khemri,Chaos Pact,1,0,0,1,0.0
EurOpen - 2016,Khemri,Humans,1,0,1,0,0.5
EurOpen - 2016,Khemri,Elves,1,0,0,1,0.0
EurOpen - 2016,Khemri,Underworld,1,1,0,0,1.0
EurOpen - 2016,High Elves,Amazons,1,0,0,1,0.0
EurOpen - 2016,High Elves,Lizardmen,1,0,0,1,0.0
EurOpen - 2016,High Elves,Wood Elves,1,0,0,1,0.0
EurOpen - 2016,High Elves,Norse,1,0,1,0,0.5
EurOpen - 2016,High Elves,Chaos Pact,1,1,0,0,1.0
EurOpen - 2016,High Elves,Undead,1,0,1,0,0.5
EurOpen - 2016,High Elves,Elves,1,0,1,0,0.5
EurOpen - 2016,High Elves,Orc,3,3,0,0,1.0
EurOpen - 2016,High Elves,Vampires,1,0,1,0,0.5
EurOpen - 2016,High Elves,Skaven,1,0,1,0,0.5
EurOpen - 2016,Lizardmen,Dark Elves,6,2,3,1,0.5833333333333334
EurOpen - 2016,Lizardmen,Slann,1,0,0,1,0.0
EurOpen - 2016,Lizardmen,Amazons,1,1,0,0,1.0
EurOpen - 2016,Lizardmen,Halflings,2,0,1,1,0.25
EurOpen - 2016,Lizardmen,Khemri,1,0,1,0,0.5
EurOpen - 2016,Lizardmen,High Elves,1,1,0,0,1.0
EurOpen - 2016,Lizardmen,Lizardmen,4,2,0,2,0.5
EurOpen - 2016,Lizardmen,Wood Elves,5,3,1,1,0.7
EurOpen - 2016,Lizardmen,Nurgle's Rotters,2,1,1,0,0.75
EurOpen - 2016,Lizardmen,Necromantic,3,2,0,1,0.6666666666666666
EurOpen - 2016,Lizardmen,Norse,1,0,1,0,0.5
EurOpen - 2016,Lizardmen,Goblins,1,0,1,0,0.5
EurOpen - 2016,Lizardmen,Chaos Pact,2,1,1,0,0.75
EurOpen - 2016,Lizardmen,Undead,8,2,1,5,0.3125
EurOpen - 2016,Lizardmen,Chaos,5,2,3,0,0.7
EurOpen - 2016,Lizardmen,Humans,3,3,0,0,1.0
EurOpen - 2016,Lizardmen,Orc,6,3,0,3,0.5
EurOpen - 2016,Lizardmen,Dwarves,2,1,1,0,0.75
EurOpen - 2016,Lizardmen,Chaos Dwarves,4,3,1,0,0.875
EurOpen - 2016,Wood Elves,Dark Elves,1,0,1,0,0.5
EurOpen - 2016,Wood Elves,Slann,1,1,0,0,1.0
EurOpen - 2016,Wood Elves,Amazons,2,0,1,1,0.25
EurOpen - 2016,Wood Elves,Halflings,1,0,1,0,0.5
EurOpen - 2016,Wood Elves,High Elves,1,1,0,0,1.0
EurOpen - 2016,Wood Elves,Lizardmen,5,1,1,3,0.3
EurOpen - 2016,Wood Elves,Wood Elves,8,4,0,4,0.5
EurOpen - 2016,Wood Elves,Necromantic,2,1,0,1,0.5
EurOpen - 2016,Wood Elves,Norse,1,0,0,1,0.0
EurOpen - 2016,Wood Elves,Goblins,1,1,0,0,1.0
EurOpen - 2016,Wood Elves,Undead,4,1,0,3,0.25
EurOpen - 2016,Wood Elves,Chaos,3,1,2,0,0.6666666666666666
EurOpen - 2016,Wood Elves,Elves,1,0,1,0,0.5
EurOpen - 2016,Wood Elves,Orc,2,2,0,0,1.0
EurOpen - 2016,Wood Elves,Dwarves,4,1,1,2,0.375
EurOpen - 2016,Wood Elves,Skaven,1,0,0,1,0.0
EurOpen - 2016,Wood Elves,Underworld,1,1,0,0,1.0
EurOpen - 2016,Wood Elves,Chaos Dwarves,3,2,1,0,0.8333333333333334
EurOpen - 2016,Nurgle's Rotters,Dark Elves,1,0,0,1,0.0
EurOpen - 2016,Nurgle's Rotters,Khemri,1,0,0,1,0.0
EurOpen - 2016,Nurgle's Rotters,Lizardmen,2,0,1,1,0.25
EurOpen - 2016,Nurgle's Rotters,Necromantic,2,1,0,1,0.5
EurOpen - 2016,Nurgle's Rotters,Chaos Pact,2,1,0,1,0.5
EurOpen - 2016,Nurgle's Rotters,Orc,1,0,1,0,0.5
EurOpen - 2016,Nurgle's Rotters,Vampires,1,0,0,1,0.0
EurOpen - 2016,Nurgle's Rotters,Underworld,1,1,0,0,1.0
EurOpen - 2016,Nurgle's Rotters,Chaos Dwarves,1,1,0,0,1.0
EurOpen - 2016,Necromantic,Ogres,2,1,1,0,0.75
EurOpen - 2016,Necromantic,Dark Elves,1,0,0,1,0.0
EurOpen - 2016,Necromantic,Lizardmen,3,1,0,2,0.3333333333333333
EurOpen - 2016,Necromantic,Wood Elves,2,1,0,1,0.5
EurOpen - 2016,Necromantic,Nurgle's Rotters,2,1,0,1,0.5
EurOpen - 2016,Necromantic,Norse,2,0,1,1,0.25
EurOpen - 2016,Necromantic,Chaos Pact,3,1,1,1,0.5
EurOpen - 2016,Necromantic,Undead,1,0,0,1,0.0
EurOpen - 2016,Necromantic,Elves,2,0,1,1,0.25
EurOpen - 2016,Necromantic,Orc,3,1,0,2,0.3333333333333333
EurOpen - 2016,Necromantic,Vampires,1,0,0,1,0.0
EurOpen - 2016,Necromantic,Skaven,1,0,0,1,0.0
EurOpen - 2016,Necromantic,Chaos Dwarves,1,1,0,0,1.0
EurOpen - 2016,Norse,Ogres,1,0,0,1,0.0
EurOpen - 2016,Norse,Dark Elves,1,0,0,1,0.0
EurOpen - 2016,Norse,Amazons,2,0,0,2,0.0
EurOpen - 2016,Norse,High Elves,1,0,1,0,0.5
EurOpen - 2016,Norse,Lizardmen,1,0,1,0,0.5
EurOpen - 2016,Norse,Wood Elves,1,1,0,0,1.0
EurOpen - 2016,Norse,Necromantic,2,1,1,0,0.75
EurOpen - 2016,Norse,Undead,1,1,0,0,1.0
EurOpen - 2016,Norse,Orc,2,0,1,1,0.25
EurOpen - 2016,Norse,Dwarves,3,1,2,0,0.6666666666666666
EurOpen - 2016,Norse,Chaos Dwarves,3,1,1,1,0.5
EurOpen - 2016,Goblins,Amazons,1,0,1,0,0.5
EurOpen - 2016,Goblins,Lizardmen,1,0,1,0,0.5
EurOpen - 2016,Goblins,Wood Elves,1,0,0,1,0.0
EurOpen - 2016,Goblins,Goblins,2,1,0,1,0.5
EurOpen - 2016,Goblins,Undead,2,0,0,2,0.0
EurOpen - 2016,Goblins,Chaos,1,1,0,0,1.0
EurOpen - 2016,Goblins,Humans,1,0,1,0,0.5
EurOpen - 2016,Goblins,Skaven,1,0,0,1,0.0
EurOpen - 2016,Goblins,Underworld,1,0,0,1,0.0
EurOpen - 2016,Goblins,Chaos Dwarves,1,0,0,1,0.0
EurOpen - 2016,Chaos Pact,Dark Elves,2,0,1,1,0.25
EurOpen - 2016,Chaos Pact,Halflings,1,0,1,0,0.5
